person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
25,male,High School,85095,MORTGAGE,14000,VENTURE,0.16,622,No,0
26,male,Associate,124473,MORTGAGE,5000,EDUCATION,0.04,605,No,0
22,male,Associate,26315,RENT,8000,DEBTCONSOLIDATION,0.3,667,No,1
25,male,High School,59648,RENT,12000,MEDICAL,0.2,620,Yes,0
25,male,High School,34368,OWN,14125,EDUCATION,0.41,536,No,0
23,male,Associate,66193,RENT,15550,VENTURE,0.23,679,No,0
25,female,Master,51325,RENT,6000,DEBTCONSOLIDATION,0.12,702,No,0
24,male,Bachelor,64478,MORTGAGE,10000,PERSONAL,0.16,572,Yes,0
24,female,Bachelor,104725,MORTGAGE,12200,DEBTCONSOLIDATION,0.12,665,No,0
24,male,Bachelor,109086,MORTGAGE,5000,HOMEIMPROVEMENT,0.05,660,No,0
25,male,Associate,40608,MORTGAGE,8000,VENTURE,0.2,567,Yes,0
24,male,Master,84974,MORTGAGE,17000,HOMEIMPROVEMENT,0.2,602,Yes,0
24,female,High School,15320,OWN,2500,PERSONAL,0.16,596,No,1
24,male,Bachelor,87280,OWN,16000,EDUCATION,0.18,610,Yes,0
24,male,Associate,35181,RENT,8000,DEBTCONSOLIDATION,0.23,518,No,1
24,male,Bachelor,85655,RENT,9000,MEDICAL,0.11,686,No,1
26,male,Associate,62332,MORTGAGE,13000,DEBTCONSOLIDATION,0.21,622,No,1
26,female,Bachelor,41633,RENT,13000,PERSONAL,0.31,682,No,1
22,female,High School,89546,RENT,5050,VENTURE,0.06,560,Yes,0
25,female,High School,74354,RENT,6000,MEDICAL,0.08,494,Yes,0
24,male,Master,109957,MORTGAGE,1000,PERSONAL,0.01,700,Yes,0
21,male,High School,78931,MORTGAGE,5000,EDUCATION,0.06,621,No,0
24,male,Bachelor,100592,RENT,5000,PERSONAL,0.05,672,No,0
22,female,Master,48971,RENT,4000,DEBTCONSOLIDATION,0.08,668,Yes,0
26,male,Associate,65448,MORTGAGE,8500,MEDICAL,0.13,702,No,1
23,male,High School,72969,MORTGAGE,7000,EDUCATION,0.1,630,Yes,0
22,male,Bachelor,53450,RENT,5000,DEBTCONSOLIDATION,0.09,629,No,0
22,female,Master,129241,MORTGAGE,24000,HOMEIMPROVEMENT,0.19,608,No,1
23,female,Bachelor,31731,RENT,6000,PERSONAL,0.19,553,Yes,0
24,female,Bachelor,108981,RENT,10000,PERSONAL,0.09,672,No,0
24,female,High School,26590,RENT,10000,EDUCATION,0.38,576,No,1
26,female,Associate,71424,RENT,20000,EDUCATION,0.28,681,No,1
26,male,Bachelor,156821,MORTGAGE,35000,EDUCATION,0.22,669,Yes,0
26,female,Bachelor,101908,RENT,15000,DEBTCONSOLIDATION,0.15,591,No,1
23,female,High School,131204,RENT,35000,HOMEIMPROVEMENT,0.27,624,No,1
22,male,Master,77739,RENT,6600,DEBTCONSOLIDATION,0.08,688,Yes,0
23,female,Associate,48815,RENT,10000,VENTURE,0.2,602,Yes,0
25,female,Associate,76833,RENT,1500,VENTURE,0.02,656,No,0
26,male,Bachelor,58692,RENT,15000,EDUCATION,0.26,672,No,1
25,female,Associate,68128,MORTGAGE,5000,PERSONAL,0.07,589,No,0
25,female,High School,121139,MORTGAGE,17600,PERSONAL,0.15,609,No,0
26,female,High School,96967,MORTGAGE,6300,VENTURE,0.06,624,Yes,0
24,male,Bachelor,511161,MORTGAGE,10000,EDUCATION,0.02,640,No,0
24,female,High School,68055,MORTGAGE,7875,PERSONAL,0.12,565,Yes,0
24,female,Master,169488,MORTGAGE,6000,MEDICAL,0.04,654,Yes,0
22,female,Bachelor,44091,MORTGAGE,5250,DEBTCONSOLIDATION,0.12,677,Yes,0
25,male,High School,42077,RENT,20000,DEBTCONSOLIDATION,0.48,538,No,1
25,male,Associate,96409,OTHER,20000,VENTURE,0.21,583,Yes,0
25,male,Bachelor,83810,RENT,10000,DEBTCONSOLIDATION,0.12,625,No,1
21,male,Bachelor,36757,RENT,5000,MEDICAL,0.14,596,No,1
22,female,High School,72977,RENT,6025,EDUCATION,0.08,653,Yes,0
24,male,Bachelor,36332,MORTGAGE,11000,VENTURE,0.3,634,Yes,0
23,female,Associate,45772,RENT,1800,PERSONAL,0.04,598,No,0
22,male,High School,71595,RENT,11000,DEBTCONSOLIDATION,0.15,613,Yes,0
23,male,High School,39746,MORTGAGE,6000,VENTURE,0.15,677,Yes,0
23,male,Bachelor,58831,RENT,10000,VENTURE,0.17,651,Yes,0
22,female,Bachelor,44865,MORTGAGE,9950,VENTURE,0.22,658,Yes,0
25,female,Bachelor,54788,MORTGAGE,3800,EDUCATION,0.07,621,Yes,0
23,female,Associate,121382,MORTGAGE,7000,DEBTCONSOLIDATION,0.06,578,Yes,0
25,female,Bachelor,36019,RENT,2500,MEDICAL,0.07,711,No,1
22,male,High School,15407,RENT,6700,MEDICAL,0.43,521,No,1
26,female,Bachelor,85244,RENT,10000,DEBTCONSOLIDATION,0.12,609,Yes,0
22,male,High School,86074,RENT,10000,EDUCATION,0.12,665,No,0
24,female,Bachelor,36940,RENT,3000,MEDICAL,0.08,580,Yes,0
26,male,High School,30449,RENT,8875,EDUCATION,0.29,573,No,1
23,female,High School,48998,RENT,2000,DEBTCONSOLIDATION,0.04,618,No,0
25,female,Bachelor,209988,MORTGAGE,8800,EDUCATION,0.04,579,Yes,0
26,male,Master,88127,MORTGAGE,4500,VENTURE,0.05,571,Yes,0
26,male,Associate,90957,RENT,20000,PERSONAL,0.22,582,No,0
25,female,High School,51393,RENT,2000,VENTURE,0.04,673,Yes,0
22,male,High School,108205,MORTGAGE,7500,MEDICAL,0.07,490,No,1
21,male,Master,15447,RENT,2200,PERSONAL,0.14,656,No,1
23,male,Master,69930,MORTGAGE,1000,EDUCATION,0.01,650,No,0
23,female,High School,60355,MORTGAGE,17000,VENTURE,0.28,512,Yes,0
25,female,Associate,84903,MORTGAGE,12000,HOMEIMPROVEMENT,0.14,657,Yes,0
21,female,High School,36946,RENT,6000,VENTURE,0.16,584,No,1
22,male,Associate,120987,MORTGAGE,12000,EDUCATION,0.1,637,Yes,0
22,male,Associate,41086,RENT,13250,MEDICAL,0.32,553,No,1
23,female,Master,24136,OWN,6000,HOMEIMPROVEMENT,0.25,617,No,1
25,female,High School,50376,RENT,8000,PERSONAL,0.16,608,Yes,0
24,female,Bachelor,66983,MORTGAGE,10000,HOMEIMPROVEMENT,0.15,652,No,0
24,male,Associate,43223,MORTGAGE,8575,VENTURE,0.2,603,Yes,0
21,male,Bachelor,75284,MORTGAGE,6000,PERSONAL,0.08,658,Yes,0
23,female,High School,65864,MORTGAGE,5000,PERSONAL,0.08,615,Yes,0
22,female,Associate,13712,RENT,3600,MEDICAL,0.26,635,No,1
23,female,Bachelor,84968,OWN,3600,VENTURE,0.04,598,Yes,0
23,male,High School,121002,MORTGAGE,25000,VENTURE,0.21,535,Yes,0
21,male,Bachelor,17495,RENT,4750,EDUCATION,0.27,632,No,1
23,male,Bachelor,84495,MORTGAGE,1000,VENTURE,0.01,550,Yes,0
23,female,High School,49902,RENT,4700,EDUCATION,0.09,641,No,0
23,female,Master,67078,MORTGAGE,8000,MEDICAL,0.12,709,Yes,0
25,female,High School,169140,MORTGAGE,35000,PERSONAL,0.21,503,Yes,0
23,male,Master,52319,MORTGAGE,9000,EDUCATION,0.17,705,Yes,0
22,male,Bachelor,37664,RENT,3200,EDUCATION,0.08,686,No,0
23,female,Associate,57054,RENT,6800,EDUCATION,0.12,678,No,1
23,male,Associate,87395,MORTGAGE,9000,VENTURE,0.1,616,Yes,0
21,male,Master,49465,RENT,6000,EDUCATION,0.12,611,Yes,0
26,female,Associate,71440,RENT,12000,MEDICAL,0.17,672,No,1
22,male,High School,82024,RENT,7500,VENTURE,0.09,566,Yes,0
21,female,High School,28538,MORTGAGE,7000,DEBTCONSOLIDATION,0.25,574,Yes,0
24,female,Master,37156,RENT,6000,DEBTCONSOLIDATION,0.16,670,Yes,0
22,female,Associate,61047,MORTGAGE,10000,VENTURE,0.16,610,No,0
21,male,High School,23028,RENT,3000,DEBTCONSOLIDATION,0.13,645,No,1
24,female,Master,42871,RENT,5000,VENTURE,0.12,630,Yes,0
21,male,Master,22387,RENT,3200,VENTURE,0.14,631,No,1
25,male,High School,118678,OWN,2000,HOMEIMPROVEMENT,0.02,647,No,0
23,male,High School,63344,RENT,4000,PERSONAL,0.06,614,No,0
26,female,High School,120881,MORTGAGE,7500,DEBTCONSOLIDATION,0.06,634,Yes,0
23,male,High School,40548,RENT,4800,VENTURE,0.12,597,Yes,0
24,male,Master,135910,MORTGAGE,3500,PERSONAL,0.03,687,No,0
23,male,Bachelor,39689,RENT,4000,EDUCATION,0.1,565,Yes,0
26,female,Master,82636,MORTGAGE,15000,MEDICAL,0.18,706,No,1
23,male,Associate,25680,RENT,1200,MEDICAL,0.05,628,No,0
24,female,Associate,55768,RENT,17000,PERSONAL,0.3,636,No,1
25,female,High School,68101,RENT,7000,PERSONAL,0.1,608,No,0
25,male,Bachelor,42829,OWN,4000,VENTURE,0.09,657,Yes,0
25,male,Master,36750,RENT,4000,MEDICAL,0.11,638,Yes,0
23,female,Associate,111116,MORTGAGE,18000,EDUCATION,0.16,613,No,0
24,male,High School,68632,RENT,20000,MEDICAL,0.29,476,No,1
24,male,Bachelor,102802,RENT,25000,MEDICAL,0.24,682,Yes,0
23,male,Bachelor,85165,RENT,5600,DEBTCONSOLIDATION,0.07,676,No,0
23,male,High School,45598,MORTGAGE,3600,MEDICAL,0.08,626,No,1
25,female,Bachelor,52804,MORTGAGE,10000,DEBTCONSOLIDATION,0.19,678,Yes,0
24,male,Associate,75270,MORTGAGE,6200,PERSONAL,0.08,599,Yes,0
23,female,Bachelor,72690,RENT,9000,VENTURE,0.12,679,No,0
23,male,Bachelor,39623,RENT,8500,MEDICAL,0.21,610,Yes,0
24,female,Associate,51263,RENT,12000,MEDICAL,0.23,614,No,0
25,female,Master,52735,OWN,13800,VENTURE,0.26,668,Yes,0
24,male,High School,97044,MORTGAGE,5000,VENTURE,0.05,628,Yes,0
25,male,High School,93490,MORTGAGE,7200,DEBTCONSOLIDATION,0.08,540,No,1
24,male,Bachelor,76505,MORTGAGE,6000,EDUCATION,0.08,654,Yes,0
25,male,High School,77304,MORTGAGE,7000,DEBTCONSOLIDATION,0.09,630,No,1
22,male,High School,23794,MORTGAGE,5000,EDUCATION,0.21,572,No,1
22,male,Associate,107785,MORTGAGE,16000,VENTURE,0.15,589,Yes,0
24,male,Bachelor,96980,MORTGAGE,16000,EDUCATION,0.16,712,Yes,0
24,male,Bachelor,71760,MORTGAGE,6800,EDUCATION,0.09,522,No,1
25,male,Bachelor,41971,RENT,10000,EDUCATION,0.24,625,No,1
22,male,Master,60455,OWN,6000,VENTURE,0.1,577,Yes,0
24,male,Master,36932,RENT,10000,PERSONAL,0.27,658,No,1
24,male,Bachelor,56216,RENT,5975,PERSONAL,0.11,657,No,1
25,male,Bachelor,96761,RENT,16000,VENTURE,0.17,625,No,0
24,female,Master,108849,RENT,6000,DEBTCONSOLIDATION,0.06,710,Yes,0
25,male,Bachelor,40750,MORTGAGE,3000,VENTURE,0.07,575,No,0
21,female,Bachelor,24665,RENT,2000,MEDICAL,0.08,588,Yes,0
23,female,High School,65596,RENT,1500,EDUCATION,0.02,545,Yes,0
22,male,Bachelor,37053,RENT,6500,MEDICAL,0.18,692,No,0
24,male,High School,84919,RENT,14400,VENTURE,0.17,601,No,0
23,female,Bachelor,116179,RENT,10000,EDUCATION,0.09,675,Yes,0
22,female,High School,47887,MORTGAGE,7000,EDUCATION,0.15,640,No,1
26,male,Bachelor,127232,MORTGAGE,5000,MEDICAL,0.04,619,No,0
22,female,Associate,68023,RENT,18250,EDUCATION,0.27,640,No,1
23,female,Bachelor,120926,RENT,4150,EDUCATION,0.03,700,Yes,0
22,male,Bachelor,58481,RENT,1000,EDUCATION,0.02,638,Yes,0
21,female,Associate,42826,RENT,10000,VENTURE,0.23,585,Yes,0
21,male,Master,49070,RENT,12000,EDUCATION,0.24,609,Yes,0
22,male,Bachelor,23782,OWN,12000,VENTURE,0.5,635,No,1
25,male,Bachelor,36618,RENT,2000,MEDICAL,0.05,619,Yes,0
25,male,Associate,116428,RENT,12000,DEBTCONSOLIDATION,0.1,623,Yes,0
25,male,High School,122590,RENT,2000,PERSONAL,0.02,585,Yes,0
26,male,Master,32805,MORTGAGE,8500,DEBTCONSOLIDATION,0.26,662,No,0
24,female,Bachelor,35909,MORTGAGE,2500,DEBTCONSOLIDATION,0.07,636,Yes,0
25,male,Associate,53432,RENT,10000,PERSONAL,0.19,447,No,1
25,female,Associate,54746,RENT,11250,EDUCATION,0.21,640,Yes,0
24,female,Associate,68296,MORTGAGE,20000,DEBTCONSOLIDATION,0.29,693,No,1
22,female,Associate,40674,RENT,5000,EDUCATION,0.12,659,No,0
24,male,Bachelor,84757,MORTGAGE,25000,DEBTCONSOLIDATION,0.29,684,No,0
23,male,High School,82805,MORTGAGE,11500,MEDICAL,0.14,569,No,0
22,female,Associate,45759,RENT,10000,EDUCATION,0.22,678,Yes,0
22,male,High School,31077,RENT,7500,DEBTCONSOLIDATION,0.24,625,No,1
24,female,High School,75892,RENT,15000,EDUCATION,0.2,587,Yes,0
26,female,High School,49037,RENT,5000,PERSONAL,0.1,640,Yes,0
25,male,High School,96880,RENT,20000,VENTURE,0.21,522,Yes,0
23,male,High School,66935,RENT,4200,MEDICAL,0.06,686,Yes,0
25,female,High School,120722,RENT,21000,HOMEIMPROVEMENT,0.17,686,No,1
22,female,Bachelor,60953,RENT,4000,EDUCATION,0.07,662,Yes,0
21,male,Master,46745,RENT,5000,EDUCATION,0.11,656,No,0
24,female,High School,74686,RENT,12250,DEBTCONSOLIDATION,0.16,594,Yes,0
23,male,High School,65718,MORTGAGE,15000,DEBTCONSOLIDATION,0.23,554,Yes,0
22,female,High School,75094,RENT,8400,MEDICAL,0.11,580,Yes,0
22,female,High School,43236,RENT,6500,EDUCATION,0.15,635,No,1
23,female,Associate,60985,RENT,10000,EDUCATION,0.16,608,No,0
25,male,Bachelor,55384,MORTGAGE,13000,EDUCATION,0.23,689,No,0
21,female,Associate,58069,RENT,7500,EDUCATION,0.13,652,Yes,0
23,female,Master,70858,RENT,8000,EDUCATION,0.11,531,Yes,0
22,male,Bachelor,73098,MORTGAGE,7000,MEDICAL,0.1,676,No,0
22,male,Bachelor,51225,OWN,14400,EDUCATION,0.28,618,No,0
23,male,Associate,90908,RENT,10000,VENTURE,0.11,673,Yes,0
26,female,Bachelor,75677,RENT,12000,MEDICAL,0.16,618,No,0
22,male,Bachelor,41398,MORTGAGE,5000,DEBTCONSOLIDATION,0.12,623,No,0
23,female,Bachelor,94557,RENT,20000,MEDICAL,0.21,624,Yes,0
21,male,Master,118691,MORTGAGE,6000,DEBTCONSOLIDATION,0.05,623,Yes,0
23,female,High School,103765,MORTGAGE,6000,VENTURE,0.06,602,Yes,0
24,male,Bachelor,55080,RENT,12000,DEBTCONSOLIDATION,0.22,594,Yes,0
23,male,Bachelor,41259,RENT,9000,MEDICAL,0.22,638,No,1
26,female,Associate,66825,RENT,3200,DEBTCONSOLIDATION,0.05,594,No,0
23,male,High School,34472,RENT,5500,VENTURE,0.16,621,Yes,0
23,female,Bachelor,22541,RENT,4000,DEBTCONSOLIDATION,0.18,604,No,1
22,female,Associate,74002,RENT,5000,MEDICAL,0.07,614,Yes,0
22,female,Associate,115189,MORTGAGE,7200,VENTURE,0.06,660,No,0
25,female,Bachelor,85017,RENT,25000,EDUCATION,0.29,671,No,1
26,female,Associate,34358,MORTGAGE,6000,VENTURE,0.17,647,Yes,0
23,male,Associate,103652,RENT,17000,DEBTCONSOLIDATION,0.16,678,Yes,0
26,female,Bachelor,54412,MORTGAGE,6500,DEBTCONSOLIDATION,0.12,576,No,0
22,male,Bachelor,70922,OTHER,15000,VENTURE,0.21,585,Yes,0
22,male,Associate,54889,RENT,5400,DEBTCONSOLIDATION,0.1,673,Yes,0
23,male,Associate,53026,RENT,10450,PERSONAL,0.2,618,No,0
26,male,Master,123487,MORTGAGE,20000,EDUCATION,0.16,670,No,0
22,male,Associate,89923,MORTGAGE,2500,MEDICAL,0.03,584,Yes,0
24,male,Associate,28804,RENT,5500,VENTURE,0.19,675,No,0
23,female,Bachelor,59619,MORTGAGE,4000,EDUCATION,0.07,679,No,0
23,male,High School,60723,MORTGAGE,10000,PERSONAL,0.16,606,Yes,0
26,male,High School,102928,MORTGAGE,15000,DEBTCONSOLIDATION,0.15,631,Yes,0
22,male,Master,58582,RENT,7200,EDUCATION,0.12,696,No,0
23,male,High School,69980,MORTGAGE,25000,MEDICAL,0.36,611,No,1
24,female,Associate,38303,RENT,7000,VENTURE,0.18,647,Yes,0
21,male,Bachelor,27615,RENT,2500,DEBTCONSOLIDATION,0.09,650,No,1
24,female,Associate,30624,RENT,4400,EDUCATION,0.14,595,No,0
22,male,High School,28173,RENT,7500,DEBTCONSOLIDATION,0.27,623,No,1
22,female,Master,40864,MORTGAGE,5325,DEBTCONSOLIDATION,0.13,575,No,1
24,male,Associate,37159,RENT,7750,PERSONAL,0.21,579,Yes,0
25,female,Bachelor,42983,RENT,4000,VENTURE,0.09,658,Yes,0
22,female,Bachelor,153796,MORTGAGE,15000,MEDICAL,0.1,547,Yes,0
24,female,Associate,22084,RENT,3000,EDUCATION,0.14,612,No,1
23,male,High School,54918,RENT,6000,EDUCATION,0.11,612,Yes,0
24,female,High School,79212,MORTGAGE,9600,PERSONAL,0.12,625,No,0
26,female,High School,83371,MORTGAGE,6200,DEBTCONSOLIDATION,0.07,657,No,1
26,male,Master,55862,RENT,9000,DEBTCONSOLIDATION,0.16,660,Yes,0
24,male,Master,58605,MORTGAGE,5000,VENTURE,0.09,649,Yes,0
22,male,Associate,16648,RENT,2500,HOMEIMPROVEMENT,0.15,657,No,1
25,male,High School,59669,MORTGAGE,7000,PERSONAL,0.12,654,No,0
22,male,Master,73448,RENT,5500,VENTURE,0.07,703,Yes,0
22,male,High School,32877,RENT,3500,PERSONAL,0.11,659,No,0
24,male,Associate,51418,MORTGAGE,7000,HOMEIMPROVEMENT,0.14,663,Yes,0
22,male,Associate,61119,RENT,10000,EDUCATION,0.16,653,Yes,0
25,male,Master,41827,MORTGAGE,15450,MEDICAL,0.37,640,No,1
24,female,Associate,97299,MORTGAGE,6000,PERSONAL,0.06,609,No,0
24,male,Master,68162,RENT,17000,HOMEIMPROVEMENT,0.25,646,Yes,0
26,female,High School,80004,RENT,24250,EDUCATION,0.3,506,No,1
23,female,Associate,99415,RENT,20900,DEBTCONSOLIDATION,0.21,608,Yes,0
25,female,Bachelor,57023,RENT,12000,EDUCATION,0.21,570,No,1
23,female,Bachelor,130922,RENT,10000,DEBTCONSOLIDATION,0.08,624,No,1
25,male,Master,94448,MORTGAGE,9000,DEBTCONSOLIDATION,0.1,644,No,1
24,male,High School,81479,MORTGAGE,12150,HOMEIMPROVEMENT,0.15,606,Yes,0
22,male,High School,24389,RENT,7750,MEDICAL,0.32,686,No,1
23,male,High School,53031,RENT,9100,EDUCATION,0.17,543,No,1
24,male,Bachelor,96892,MORTGAGE,5550,MEDICAL,0.06,682,No,0
22,male,Bachelor,62201,RENT,7500,EDUCATION,0.12,697,Yes,0
26,male,Associate,147899,RENT,10000,HOMEIMPROVEMENT,0.07,590,Yes,0
22,female,Associate,41061,OWN,5000,DEBTCONSOLIDATION,0.12,677,No,0
22,female,Bachelor,107285,MORTGAGE,3000,EDUCATION,0.03,631,Yes,0
23,male,High School,35425,RENT,2800,EDUCATION,0.08,634,No,0
22,male,Associate,58565,MORTGAGE,9925,EDUCATION,0.17,625,Yes,0
23,male,Bachelor,91508,RENT,6000,VENTURE,0.07,636,No,0
24,male,Associate,132898,RENT,12000,PERSONAL,0.09,515,Yes,0
26,male,Bachelor,56555,MORTGAGE,7000,DEBTCONSOLIDATION,0.12,679,No,1
24,male,High School,102867,RENT,16000,HOMEIMPROVEMENT,0.16,583,No,0
23,female,Master,55173,RENT,1700,EDUCATION,0.03,727,No,0
23,female,High School,87341,RENT,10800,EDUCATION,0.12,634,Yes,0
21,female,Associate,43513,RENT,6000,EDUCATION,0.14,658,No,0
21,female,Bachelor,19931,RENT,2800,MEDICAL,0.14,525,No,1
24,male,Master,49905,RENT,8200,MEDICAL,0.16,662,No,0
25,male,Bachelor,127251,MORTGAGE,12000,VENTURE,0.09,596,No,0
21,male,High School,31866,RENT,7750,EDUCATION,0.24,544,No,1
24,male,Associate,38624,RENT,13500,VENTURE,0.35,557,No,1
22,male,Bachelor,73065,MORTGAGE,10000,DEBTCONSOLIDATION,0.14,673,No,0
24,female,High School,34621,RENT,6400,MEDICAL,0.18,678,Yes,0
23,male,High School,120901,MORTGAGE,4800,EDUCATION,0.04,595,Yes,0
23,male,Master,40728,RENT,2000,EDUCATION,0.05,660,Yes,0
21,female,High School,35635,RENT,11000,PERSONAL,0.31,590,No,1
22,male,High School,55165,MORTGAGE,8000,EDUCATION,0.15,614,No,0
22,male,High School,31249,OWN,11100,EDUCATION,0.36,624,Yes,0
25,female,Master,112166,RENT,12000,HOMEIMPROVEMENT,0.11,649,No,0
24,female,High School,32772,RENT,8875,EDUCATION,0.27,581,No,1
24,female,Associate,81278,OWN,16000,MEDICAL,0.2,604,Yes,0
25,male,Bachelor,76036,RENT,12000,DEBTCONSOLIDATION,0.16,680,No,1
26,male,Master,94617,MORTGAGE,7200,VENTURE,0.08,705,No,0
23,male,Master,82522,RENT,14400,VENTURE,0.17,652,No,1
24,male,High School,42797,RENT,1850,MEDICAL,0.04,489,Yes,0
25,female,Bachelor,54688,RENT,10000,MEDICAL,0.18,585,Yes,0
23,male,Master,83836,MORTGAGE,15000,HOMEIMPROVEMENT,0.18,628,No,1
22,male,Master,96861,MORTGAGE,1500,DEBTCONSOLIDATION,0.02,661,No,0
26,female,Bachelor,67756,RENT,8150,DEBTCONSOLIDATION,0.12,653,Yes,0
23,male,High School,48949,MORTGAGE,5000,MEDICAL,0.1,673,No,0
24,female,Bachelor,60346,OWN,4000,PERSONAL,0.07,592,Yes,0
24,male,Associate,65856,MORTGAGE,4000,PERSONAL,0.06,536,Yes,0
23,female,Associate,61576,MORTGAGE,2500,VENTURE,0.04,560,Yes,0
22,female,Bachelor,50510,RENT,5000,VENTURE,0.1,583,Yes,0
25,female,High School,85111,MORTGAGE,16000,EDUCATION,0.19,572,Yes,0
23,female,Bachelor,105308,MORTGAGE,7500,DEBTCONSOLIDATION,0.07,651,Yes,0
21,female,High School,88290,RENT,14000,EDUCATION,0.16,542,Yes,0
24,male,Master,51365,MORTGAGE,2500,PERSONAL,0.05,586,Yes,0
26,female,High School,74136,MORTGAGE,12000,DEBTCONSOLIDATION,0.16,585,Yes,0
23,male,Bachelor,240864,MORTGAGE,6000,EDUCATION,0.02,692,No,0
25,male,Bachelor,69161,RENT,15000,PERSONAL,0.22,637,No,0
26,female,Associate,25937,OWN,8000,VENTURE,0.31,663,Yes,0
25,female,Bachelor,67214,MORTGAGE,24200,DEBTCONSOLIDATION,0.36,570,No,0
24,female,High School,56335,RENT,10800,VENTURE,0.19,667,No,0
21,male,Bachelor,25455,RENT,4500,VENTURE,0.18,619,Yes,0
23,female,Associate,42856,RENT,6600,VENTURE,0.15,584,No,0
25,male,Bachelor,93576,MORTGAGE,3425,DEBTCONSOLIDATION,0.04,665,No,0
26,male,Bachelor,121059,MORTGAGE,24000,DEBTCONSOLIDATION,0.2,582,Yes,0
26,female,Bachelor,41895,MORTGAGE,12000,PERSONAL,0.29,648,No,0
25,male,Bachelor,63706,MORTGAGE,3900,EDUCATION,0.06,580,Yes,0
24,male,High School,112727,MORTGAGE,12000,DEBTCONSOLIDATION,0.11,612,No,1
25,female,Associate,35911,RENT,3000,EDUCATION,0.08,573,No,1
21,male,Master,24799,OWN,2500,EDUCATION,0.1,676,No,0
24,male,Master,145056,OWN,5275,EDUCATION,0.04,654,Yes,0
23,male,Associate,44131,RENT,10000,EDUCATION,0.23,507,Yes,0
23,female,Bachelor,87553,RENT,30000,MEDICAL,0.34,688,No,1
23,male,High School,80510,RENT,5000,MEDICAL,0.06,581,Yes,0
24,male,Bachelor,232568,MORTGAGE,10000,EDUCATION,0.04,657,No,0
26,male,High School,112022,RENT,12000,DEBTCONSOLIDATION,0.11,582,No,0
24,male,Master,126865,RENT,13800,HOMEIMPROVEMENT,0.11,653,Yes,0
25,female,High School,55205,RENT,8000,VENTURE,0.14,637,Yes,0
23,female,High School,91268,RENT,5000,PERSONAL,0.05,638,No,0
24,male,Associate,53668,RENT,10800,EDUCATION,0.2,657,Yes,0
24,male,High School,70232,RENT,2525,DEBTCONSOLIDATION,0.04,592,No,0
22,male,Associate,37255,OWN,7000,MEDICAL,0.19,563,Yes,0
26,male,High School,41690,RENT,7500,VENTURE,0.18,570,Yes,0
22,male,High School,39951,RENT,12000,VENTURE,0.3,533,No,1
26,female,High School,38409,RENT,5000,PERSONAL,0.13,588,Yes,0
25,female,Master,93282,MORTGAGE,3000,DEBTCONSOLIDATION,0.03,647,No,0
22,female,High School,49144,MORTGAGE,4500,VENTURE,0.09,640,Yes,0
25,male,High School,54169,MORTGAGE,7500,EDUCATION,0.14,664,No,1
22,female,High School,23747,RENT,3000,DEBTCONSOLIDATION,0.13,570,No,1
25,female,Bachelor,80269,RENT,25000,EDUCATION,0.31,661,No,1
25,male,Master,31927,RENT,9250,MEDICAL,0.29,574,No,1
25,female,High School,49039,MORTGAGE,5000,PERSONAL,0.1,666,No,0
26,female,Master,55178,RENT,1500,MEDICAL,0.03,610,Yes,0
24,female,Master,58529,RENT,5000,VENTURE,0.09,582,Yes,0
23,male,Master,142185,MORTGAGE,15000,MEDICAL,0.11,577,Yes,0
26,female,High School,66147,RENT,13200,MEDICAL,0.2,577,No,1
24,female,High School,46411,RENT,12000,PERSONAL,0.26,652,No,1
22,male,High School,63210,MORTGAGE,9750,EDUCATION,0.15,664,Yes,0
32,female,High School,1440746,MORTGAGE,12000,VENTURE,0.01,613,No,0
34,male,Bachelor,1138723,MORTGAGE,2000,PERSONAL,0,609,Yes,0
29,female,Associate,85798,RENT,35000,PERSONAL,0.41,650,No,1
33,male,Bachelor,93638,RENT,35000,DEBTCONSOLIDATION,0.37,564,No,1
29,male,Associate,12993,OWN,3250,PERSONAL,0.25,662,No,1
28,male,Bachelor,96892,RENT,35000,EDUCATION,0.36,660,No,1
29,female,Master,97064,RENT,35000,DEBTCONSOLIDATION,0.36,680,No,1
35,female,Associate,778515,MORTGAGE,10000,PERSONAL,0.01,705,No,1
29,male,Bachelor,102938,RENT,35000,PERSONAL,0.34,671,No,1
31,female,Master,88456,RENT,35000,EDUCATION,0.4,656,No,1
34,male,High School,107595,RENT,35000,HOMEIMPROVEMENT,0.33,576,No,1
27,male,Associate,120968,RENT,35000,DEBTCONSOLIDATION,0.29,645,No,1
30,male,High School,13279,OWN,5500,HOMEIMPROVEMENT,0.41,659,No,1
30,male,Master,605611,RENT,3000,DEBTCONSOLIDATION,0,631,Yes,0
35,male,Master,600779,MORTGAGE,20000,DEBTCONSOLIDATION,0.03,670,Yes,0
35,male,High School,601036,MORTGAGE,7500,DEBTCONSOLIDATION,0.01,549,Yes,0
33,male,Bachelor,562713,MORTGAGE,3750,DEBTCONSOLIDATION,0.01,561,No,1
34,male,High School,144851,RENT,35000,VENTURE,0.24,655,No,0
27,female,Bachelor,13320,OWN,4750,PERSONAL,0.36,619,No,1
33,male,High School,166773,RENT,35000,PERSONAL,0.21,664,No,1
34,female,High School,187822,RENT,35000,EDUCATION,0.19,598,Yes,0
